1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
26.98147512646408,26.981475126464083,3.0,0,0.0,0,26.98147512646408,400,2,2007.0,7.283448228756631,0,9.106977858981029,8.06225774829855,0.0,4.898979485566356,5,7,728,2007,2007,179540
34.88552708502481,0.0,3.0,0,24.71841418861655,2,24.020824298928627,497,0,1990.0,7.104144092987527,0,9.205026277152413,8.306623862918075,0.0,5.196152422706632,5,7,1188,1990,1991,173000
32.2490309931942,0.0,2.0,1,0.0,0,0.0,625,0,1950.0,6.946975992135418,1,8.881836305004146,7.745966692414834,0.0,0.0,7,5,0,1950,1950,109500
24.73863375370596,24.73863375370596,2.0,0,17.146428199482244,2,17.832554500127006,528,1,2009.0,7.1098794630722715,0,8.297967982877239,6.032625105063702,8.717797887081348,15.297058540778353,5,6,612,2009,2009,173733
31.96873472629156,27.422618401604176,2.0,1,0.0,0,30.854497241083028,468,0,1931.0,7.480992162869525,1,8.719317375506371,7.14142842854285,0.0,0.0,5,7,952,1931,1950,129900
31.0,20.149441679609886,4.0,1,15.524174696260024,3,15.132745950421556,384,0,1978.0,7.220373836723949,1,9.036582045842716,7.0710678118654755,0.0,11.401754250991381,8,5,861,1900,1950,119000
28.337254630609507,23.600847442411894,2.0,1,0.0,0,28.337254630609507,297,0,1951.0,7.215239978730097,0,8.881836305004146,7.745966692414834,0.0,8.06225774829855,6,5,803,1938,1995,125500
29.120439557122072,0.0,1.0,0,26.40075756488817,2,12.288205727444508,420,1,2004.0,6.742880635791903,0,8.395251520610994,8.306623862918075,12.12435565298214,0.0,5,6,848,2004,2004,149300
38.49675310984031,27.92848008753788,3.0,2,29.51270912674741,2,24.71841418861655,749,2,2003.0,7.724004656676065,0,9.412791300065303,9.219544457292887,15.033296378372908,0.0,5,8,1482,2003,2003,305000
34.928498393145965,0.0,2.0,1,28.91366458960192,4,0.0,396,0,1951.0,7.106606137727302,1,9.09121894106832,8.18535277187245,0.0,0.0,5,4,836,1951,1951,102000
37.60319135392633,0.0,2.0,1,0.0,0,37.080992435478315,398,2,2004.0,7.254177846456518,0,8.297967982877239,8.306623862918075,4.242640687119285,4.47213595499958,5,7,1375,2004,2004,178740
33.67491648096547,30.397368307141328,3.0,1,17.860571099491754,3,20.396078054371138,396,0,1950.0,7.629489916393995,1,9.169518377455928,7.745966692414834,0.0,0.0,5,6,735,1917,1950,129500
32.984845004941285,10.488088481701515,4.0,1,0.0,0,30.01666203960727,0,0,1980.0,7.088408778675395,1,8.628018746505122,7.745966692414834,0.0,9.899494936611665,7,6,901,1920,1998,79900
40.7308237088326,0.0,2.0,1,34.02939905434711,2,18.520259177452132,499,2,2000.0,7.413970290190444,2,8.641885635373555,6.324555320336759,0.0,7.681145747868609,5,8,1501,2000,2000,278000
31.811947441173736,0.0,2.0,1,0.0,0,31.811947441173736,308,0,1920.0,6.91968384984741,1,9.019542996701183,7.681145747868608,0.0,4.690415759823429,5,6,1012,1920,1950,118400
41.0731055558257,31.591137997862628,5.0,1,22.869193252058544,2,17.349351572897472,672,2,1970.0,8.033334015880062,1,9.671744632408455,10.099504938362077,0.0,7.937253933193772,3,7,824,1920,1970,197000
32.12475680841802,0.0,4.0,1,0.0,0,18.973665961010273,672,0,1999.0,7.502186486602924,0,8.939843124278502,8.717797887081348,0.0,0.0,9,5,360,1900,1996,140000
32.51153641401772,29.5296461204668,3.0,1,27.16615541441225,0,17.860571099491754,650,2,2001.0,7.564757012905729,0,8.860782895806315,8.306623862918075,0.0,15.329709716755893,5,7,1057,2001,2001,226000
30.886890422961002,0.0,3.0,0,21.977260975835907,1,20.6881608655772,576,0,1976.0,6.860663671448286,1,9.285447844462988,7.416198487095663,0.0,0.0,5,5,911,1976,1976,132500
42.87190222045203,0.0,2.0,0,35.4964786985977,2,24.041630560342615,765,0,2006.0,7.516433302915632,2,9.588845298501564,9.219544457292887,24.166091947189145,8.246211251235321,5,9,1838,2006,2006,315000
40.496913462633174,0.0,3.0,1,26.98147512646408,5,23.83275057562597,924,0,1993.0,7.402451520818244,0,9.600894867348593,8.306623862918075,8.48528137423857,0.0,7,6,1296,1954,2006,224000
33.88214869219483,0.0,3.0,1,33.88214869219483,5,0.0,672,0,1959.0,7.045776576879511,1,8.97853441008332,8.366600265340756,0.0,0.0,5,5,1148,1959,1959,132500
30.822070014844883,0.0,3.0,1,20.29778313018444,5,15.842979517754861,280,0,1981.0,6.856461984594587,1,9.185842740375783,7.810249675906654,0.0,0.0,5,5,950,1971,1971,119500
32.63433774416144,29.086079144497972,3.0,1,19.493588689617926,0,19.924858845171276,471,1,1993.0,7.555381944240273,0,9.164715193949906,8.94427190999916,11.180339887498949,9.0,5,8,777,1993,1994,215000
30.24896692450835,26.832815729997478,3.0,1,17.32050807568877,3,27.65863337187866,440,0,1950.0,7.399398083331354,1,9.075322160298095,8.366600265340756,0.0,6.164414002968977,7,6,1065,1923,1950,210000
36.27671429443411,0.0,3.0,0,0.0,0,36.27671429443411,440,2,2007.0,7.182352111885263,0,9.321434419481768,10.14889156509222,0.0,4.47213595499958,5,7,1316,2007,2007,200141
37.97367509209505,0.0,2.0,1,0.0,0,37.97367509209505,615,1,1970.0,7.273786317844894,1,9.368796057668156,8.306623862918075,23.895606290697042,0.0,6,6,1442,1970,1970,185000
32.83291031876401,0.0,3.0,1,27.09243436828813,2,18.547236990991404,500,2,1971.0,6.982862751468942,1,9.436439551116024,8.306623862918075,0.0,0.0,6,5,1078,1971,2008,149900
33.466401061363015,0.0,3.0,1,30.528675044947494,1,10.392304845413264,544,1,1961.0,7.02108396428914,3,8.84937050375457,9.219544457292887,0.0,0.0,5,4,1040,1961,1961,129000
27.910571473905723,25.298221281347036,3.0,1,18.788294228055936,2,7.416198487095663,527,2,2002.0,7.257707677160043,0,8.955448122347393,8.306623862918075,0.0,0.0,5,8,408,2002,2002,184100
26.589471600616662,26.115129714401192,3.0,1,0.0,0,25.514701644346147,240,0,1947.0,7.236339342754343,1,8.297967982877239,7.745966692414834,0.0,0.0,8,7,651,1946,1992,135000
32.60368077380221,0.0,3.0,1,18.81488772222678,3,20.29778313018444,280,1,1954.0,6.968850378341948,1,9.202308200278917,8.94427190999916,10.488088481701515,0.0,5,5,1056,1954,1954,128000
42.33202097703345,0.0,2.0,2,39.585350825778974,2,15.0,874,2,2003.0,7.491087593534876,2,9.37974553683691,8.48528137423857,23.706539182259394,7.0,5,9,1792,2003,2004,374000
34.871191548325385,0.0,2.0,1,29.949958263743873,2,17.860571099491754,402,0,1998.0,7.103322062526112,1,8.411832675758411,6.032625105063702,10.770329614269007,11.180339887498947,5,6,1216,1998,1998,164000
31.59113799786263,27.640549922170507,4.0,1,0.0,0,24.413111231467408,576,0,1989.0,7.474204806496124,0,8.881836305004146,7.745966692414834,0.0,0.0,7,7,596,1920,1950,157000
29.103264421710495,33.34666400106613,4.0,0,0.0,0,29.103264421710495,434,2,2004.0,7.58018941794454,0,9.375515769935166,7.681145747868608,0.0,6.928203230275509,5,7,847,2004,2005,215000
34.75629439396553,0.0,3.0,1,27.694764848252458,1,21.0,546,1,1977.0,7.09672137849476,1,9.328123407632566,8.306623862918075,0.0,6.48074069840786,6,6,1208,1977,1977,165000
29.563490998188964,25.495097567963924,3.0,1,21.447610589527216,5,20.346989949375804,315,0,1958.0,7.329093736246591,1,9.336444248771908,8.831760866327848,13.416407864998739,0.0,5,5,874,1958,1958,144000
28.21347195933177,18.920887928424502,3.0,1,27.110883423451916,5,7.810249675906655,240,0,1922.0,7.050989447068044,0,8.600798775271034,6.324555320336759,0.0,9.797958971132712,8,4,796,1922,2007,125500
32.37282811247729,0.0,3.0,1,0.0,0,0.0,420,0,1950.0,6.954638864880987,1,8.881836305004146,7.745966692414834,0.0,5.196152422706632,5,5,0,1950,1950,98300
29.765752132274432,0.0,2.0,1,0.0,0,13.784048752090222,273,0,1938.0,6.786716950605081,1,8.6628507638386,7.0710678118654755,0.0,4.47213595499958,8,5,190,1938,1996,91300
30.708305065568176,0.0,2.0,2,30.708305065568176,2,0.0,600,0,1979.0,6.849066282633458,1,8.858226439365012,8.306623862918075,0.0,0.0,5,5,943,1979,1979,135960
29.427877939124322,30.033314835362415,3.0,1,20.0,2,21.587033144922902,603,1,2005.0,7.477604243197589,0,9.190443740261726,8.660254037844387,0.0,10.392304845413264,5,7,866,2005,2005,226700
37.7094152699296,34.307433596816885,4.0,1,0.0,0,37.32291521304304,779,2,1999.0,7.86288203464149,0,9.600624158088683,10.392304845413264,12.84523257866513,5.477225575051661,5,9,1393,1999,1999,333168
30.199337741083,0.0,2.0,1,21.354156504062622,3,21.354156504062622,275,1,1958.0,6.815639990074331,1,9.225228984469933,8.366600265340756,1.0,0.0,5,5,912,1958,1958,114500
29.698484809834994,0.0,2.0,1,0.0,0,0.0,308,0,1956.0,6.782192056006791,1,9.44951474036292,8.366600265340756,0.0,6.7082039324993685,5,5,0,1956,1956,97000
36.56501059756444,0.0,2.0,1,16.30950643030009,2,33.749074061372404,511,2,1998.0,7.198183577101943,0,8.308938252595778,6.032625105063702,0.0,8.246211251235321,5,6,1405,1998,1999,181000
45.56314299957807,0.0,2.0,2,37.229020937972564,2,26.267851073127392,850,0,2006.0,7.638198244285779,2,9.53899642739739,10.344080432788601,0.0,15.132745950421556,5,10,2076,2006,2006,465000
36.44173431657719,34.68429039204925,4.0,0,7.483314773547883,4,34.612136599753555,752,1,1995.0,7.836369760545124,0,9.413852481341165,8.06225774829855,22.64950330581225,9.899494936611665,5,8,1318,1995,1995,290000
31.320919526731654,28.053520278211074,3.0,1,23.853720883753127,1,12.727922061357855,240,0,1939.0,7.477604243197589,0,8.881836305004146,7.745966692414834,15.874507866387544,0.0,7,5,731,1937,1950,175000
40.311288741492746,0.0,2.0,2,39.66106403010388,0,0.0,538,0,2006.0,7.393263094763838,0,8.465899897028686,6.6332495807108,21.93171219946131,0.0,5,8,1573,2006,2007,235000
38.0,26.457513110645905,4.0,2,26.40075756488817,3,27.331300737432894,389,2,1958.0,7.670428522190693,0,9.995442656687224,8.306623862918075,21.72556098240043,9.899494936611665,7,6,1444,1958,2006,277000
39.0,0.0,3.0,1,0.0,0,35.17101079013795,880,0,1988.0,7.928406026180535,0,9.51044496442652,8.660254037844387,0.0,20.6155281280883,9,10,1237,1893,2000,325000
33.76388603226826,26.981475126464083,3.0,1,0.0,0,24.18677324489565,477,2,1984.0,7.532623618788787,1,9.400133943608838,8.831760866327848,8.602325267042627,10.583005244258363,7,6,585,1984,2003,178000
39.05124837953327,0.0,3.0,0,37.41657386773941,2,11.180339887498947,541,1,2000.0,7.3297496890415115,0,9.116029692504942,8.366600265340756,15.620499351813308,6.0,5,7,1525,2000,2000,235000
39.635842365212824,0.0,3.0,2,0.0,0,39.635842365212824,722,2,2007.0,7.359467638255621,0,9.3048320350689,9.433981132056603,8.94427190999916,6.0,5,8,1571,2007,2007,239000
28.21347195933177,0.0,2.0,1,0.0,0,28.21347195933177,0,0,1980.0,6.679599185844383,1,9.079889942592118,8.18535277187245,0.0,0.0,7,5,796,1910,1950,85000
37.12142238654117,31.52776554086889,4.0,1,0.0,0,31.527765540868895,432,1,1985.0,7.771488760117616,1,8.794824928014517,7.745966692414834,0.0,16.941074346097416,4,5,994,1892,1965,107500
28.319604517012593,25.88435821108957,3.0,1,0.0,0,19.595917942265423,402,1,1991.0,7.294377299288821,0,9.285818833152089,8.306623862918075,8.717797887081348,0.0,5,7,384,1991,1992,160000
30.983866769659336,0.0,0.0,0,25.45584412271571,2,0.0,364,0,1965.0,6.866933284461882,1,9.234642664499148,8.306623862918075,0.0,0.0,9,4,648,1965,2001,145000
27.09243436828813,33.2264954516723,4.0,0,0.0,0,27.055498516937366,372,2,2005.0,7.516433302915632,1,9.995442656687224,7.745966692414834,0.0,6.324555320336758,5,5,732,2005,2005,192140
36.180105030251084,0.0,3.0,1,25.748786379167463,1,0.0,484,1,1974.0,7.177018765909899,0,9.224243277145174,8.831760866327848,9.9498743710662,0.0,6,6,1040,1974,1999,181000
45.48626166217664,23.958297101421877,3.0,0,0.0,0,46.400431032480725,694,2,2006.0,7.879669914604289,2,9.524640032332233,10.246950765959598,27.784887978899608,9.16515138991168,5,9,2153,2006,2006,380000
26.0,21.330729007701542,3.0,1,0.0,0,26.0,200,0,1941.0,7.03085747611612,1,8.651724084373843,7.211102550927978,0.0,0.0,6,5,676,1941,1950,66500
30.983866769659336,31.622776601683793,4.0,1,0.0,0,30.983866769659336,400,0,1952.0,7.580699752224563,1,8.935377071932177,7.745966692414834,18.973665961010276,0.0,5,5,960,1952,1952,124500
33.823069050575526,0.0,3.0,1,5.0,5,15.716233645501712,336,0,1962.0,7.042286171939743,1,9.127393451155257,8.426149773176359,0.0,9.380831519646858,5,5,1144,1963,1963,124000
32.49615361854384,0.0,0.0,1,32.49615361854384,2,0.0,576,0,1980.0,6.962243464266207,1,8.850660919017152,8.0,0.0,7.483314773547883,5,6,1056,1980,1980,144000
26.324893162176366,0.0,2.0,1,0.0,0,26.324893162176366,0,0,1980.0,6.541029999189903,3,8.323122887587735,10.60153600466672,0.0,4.47213595499958,4,4,693,1941,1950,52500
38.65229618017538,0.0,3.0,2,34.64101615137754,2,16.703293088490067,576,1,1997.0,7.309212365692763,0,9.130864170474386,8.888194417315589,0.0,5.196152422706632,5,6,1479,1997,1997,217000
40.570925550201586,0.0,2.0,2,37.0540146272978,2,14.866068747318504,482,2,2004.0,7.406103381237015,0,8.297967982877239,6.6332495807108,13.19090595827292,7.280109889280518,5,8,1594,2004,2005,275000
29.393876913398135,0.0,3.0,0,19.748417658131498,1,21.77154105707724,352,0,1989.0,6.761572768804055,1,8.87905466204227,7.745966692414834,0.0,0.0,7,5,864,1972,1972,127000
39.57271787481876,0.0,3.0,0,32.83291031876401,2,22.09072203437452,750,1,2008.0,7.356279876550748,0,9.104979856318357,8.660254037844387,6.0,12.96148139681572,5,8,1566,2008,2008,262500
27.110883423451916,25.69046515733026,3.0,1,24.351591323771842,5,11.401754250991381,497,0,1972.0,7.240649694255466,1,9.467769401256943,8.306623862918075,0.0,10.770329614269007,6,6,723,1972,1972,162000
29.120439557122072,0.0,2.0,1,12.328828005937954,5,25.059928172283335,539,0,1962.0,7.09672137849476,1,8.738735461363474,7.211102550927978,0.0,4.795831523312719,5,4,780,1925,1950,103000
30.643106892089122,23.958297101421877,4.0,3,0.0,0,30.643106892089122,180,0,1933.0,7.321849713788356,1,8.719317375506371,7.14142842854285,0.0,0.0,8,5,939,1920,2004,137500
30.967725134404045,20.199009876724155,3.0,1,20.6155281280883,4,21.42428528562855,560,0,1978.0,7.220373836723949,1,8.738735461363474,7.211102550927978,0.0,0.0,6,6,884,1931,1950,127500
30.90307428072489,0.0,3.0,1,27.622454633866266,5,13.856406460551018,386,0,1966.0,6.86171134048073,1,8.954415331137593,8.12403840463596,0.0,0.0,7,5,955,1966,1966,127000
32.817678162843876,0.0,3.0,1,0.0,0,31.73326330524486,210,0,1922.0,6.981934677156389,1,9.188708071849069,7.745966692414834,0.0,10.0,4,3,1007,1922,1950,91000
32.49615361854384,0.0,3.0,3,32.49615361854384,3,0.0,572,2,1955.0,6.962243464266207,1,9.995442656687224,10.0,0.0,0.0,5,5,1056,1955,1955,145000
27.495454169735037,28.231188426986208,3.0,1,0.0,0,27.495454169735037,615,1,2005.0,7.347943823148687,0,9.002701007197938,8.06225774829855,0.0,6.7082039324993685,5,7,756,2005,2006,186500
40.17461885320133,0.0,3.0,0,4.47213595499958,2,39.924929555354254,865,1,2005.0,7.386470848829894,0,9.324561516066206,9.273618495495704,15.491933384829668,7.681145747868609,5,7,1614,2005,2006,221500
45.18849411078001,0.0,3.0,1,0.0,0,45.18849411078001,1390,1,2009.0,7.621684998724611,2,9.449672183486916,9.899494936611665,17.4928556845359,9.486832980505136,5,8,2042,2008,2009,253293
32.7566787083184,0.0,2.0,1,0.0,0,32.7566787083184,326,0,1968.0,6.9782137426306985,1,8.594154232552366,7.745966692414834,0.0,0.0,6,5,1073,1921,1968,108480
32.7414110874898,14.594519519326424,2.0,1,18.33030277982336,5,17.175564037317667,240,0,1948.0,7.15851399732932,1,9.063578990580778,7.0710678118654755,0.0,0.0,5,5,672,1948,2001,127000
46.010868281309364,0.0,4.0,3,29.410882339705484,5,18.439088914585774,550,2,1970.0,7.657755271134865,1,9.46691869937663,8.306623862918075,0.0,6.48074069840786,7,6,1205,1970,1970,237500
24.596747752497688,0.0,2.0,3,18.654758106177628,0,13.416407864998737,0,0,1980.0,6.405228458030841,1,9.115809888129949,7.615773105863909,0.0,0.0,7,4,528,1920,2002,86000
33.911649915626334,0.0,3.0,1,13.379088160259652,1,21.563858652847824,300,1,1959.0,7.047517221357295,1,8.980298078970817,8.366600265340756,0.0,0.0,6,5,1150,1959,1959,141000
26.98147512646408,26.981475126464083,3.0,1,0.0,0,26.98147512646408,400,0,2005.0,7.283448228756631,0,8.990815266184685,7.14142842854285,0.0,4.898979485566356,5,6,728,2005,2005,176000
31.60696125855822,0.0,3.0,0,29.444863728670914,1,8.774964387392123,588,1,1961.0,6.906754778648553,2,9.40277726251123,8.306623862918075,14.491376746189438,8.717797887081346,9,7,944,1961,2007,178400
27.386127875258303,27.386127875258307,3.0,1,0.0,0,27.386127875258303,564,1,2005.0,7.313220387090301,0,9.087720658428271,8.246211251235321,0.0,5.916079783099616,5,6,750,2005,2006,173900
36.551333764994126,0.0,2.0,3,29.0,5,18.0,375,0,1953.0,7.197435354096591,1,9.66459564425378,9.486832980505138,7.483314773547883,0.0,5,5,1165,1953,1953,157000
29.393876913398135,27.0,3.0,1,27.54995462791182,2,8.94427190999916,398,0,2004.0,7.373374309910048,1,8.911260254572031,7.874007874011811,0.0,8.660254037844386,5,6,839,2004,2004,193000
33.61547262794322,32.46536616149585,3.0,0,30.594117081556707,2,12.96148139681572,836,2,2008.0,7.688913336864795,2,9.33326571881348,9.797958971132712,12.409673645990857,10.099504938362077,5,9,1104,2008,2008,335000
39.496835316262995,0.0,3.0,1,0.0,0,39.496835316262995,573,2,2003.0,7.352441100243582,0,9.126523885883072,10.60153600466672,0.0,12.24744871391589,5,7,1560,2003,2003,201000
29.79932885150268,0.0,3.0,1,19.6468827043885,4,18.49324200890693,312,0,1942.0,7.404887575616125,0,9.156939595249067,8.888194417315589,14.966629547095765,0.0,7,5,728,1942,1995,146500
25.099800796022265,0.0,3.0,0,22.693611435820436,2,10.723805294763608,286,0,1970.0,6.4457198193855785,0,8.297967982877239,6.032625105063702,0.0,0.0,8,4,630,1970,2002,86000
33.36165463522455,0.0,3.0,1,27.40437921208944,5,19.79898987322333,504,1,1987.0,7.014814351275545,1,8.976767625171433,8.306623862918075,13.19090595827292,5.477225575051661,7,6,1143,1976,1976,148000
32.72613634390714,33.18132004607411,3.0,1,0.0,0,32.60368077380221,947,1,2006.0,7.683403681053826,0,9.55775254863573,10.44030650891055,18.708286933869708,7.874007874011811,5,7,1063,2006,2006,280000
28.21347195933177,23.45207879911715,2.0,1,0.0,0,23.664319132398465,384,0,1950.0,7.204892510204673,1,9.37305428246393,8.366600265340756,0.0,4.898979485566356,7,4,560,1910,2000,112000
34.40930106817051,37.76241517699841,4.0,0,8.0,2,33.466401061363015,550,2,2007.0,7.867105500316739,2,9.104979856318357,8.660254037844387,0.0,19.078784028338912,5,8,1184,2007,2007,303477
32.03123475609393,30.528675044947494,3.0,1,0.0,0,32.03123475609393,936,2,2005.0,7.579678823090456,0,9.270964993792617,9.219544457292887,0.0,14.491376746189438,5,7,1026,2005,2005,250000
38.31448812133603,0.0,3.0,1,0.0,0,38.31448812133603,898,2,2008.0,7.291656209174461,0,9.17076759685636,8.602325267042627,8.48528137423857,12.24744871391589,5,8,1468,2008,2009,244600
36.08323710533743,20.784609690826528,4.0,1,0.0,0,0.0,539,0,1977.0,7.458186157340487,0,9.222762891974739,8.660254037844387,0.0,0.0,5,5,0,1977,1977,126000
27.712812921102035,20.784609690826528,3.0,1,18.761663039293715,5,20.396078054371138,240,0,1946.0,7.090076835776092,1,9.37305428246393,8.366600265340756,0.0,0.0,6,5,768,1946,1995,130500
33.34666400106613,20.92844953645635,2.0,1,28.495613697550013,2,16.733200530681508,438,2,2007.0,7.346010209913292,0,9.002701007197938,8.06225774829855,10.0,12.96148139681572,5,7,1092,2006,2007,241000
30.886890422961002,28.19574435974337,5.0,1,0.0,0,28.19574435974337,440,0,1997.0,7.709756864454164,1,8.73294952429643,7.745966692414834,0.0,13.711309200802088,5,4,795,1912,1950,118500
34.14674215792774,0.0,3.0,1,0.0,0,32.61901286060018,240,0,1936.0,7.401841578743829,1,9.257223957875032,7.14142842854285,0.0,0.0,5,6,1064,1936,1950,115000
29.393876913398135,0.0,3.0,1,22.825424421026657,5,13.0,624,0,1964.0,6.761572768804055,1,9.116029692504942,8.366600265340756,0.0,0.0,5,5,864,1958,1958,129900
40.26164427839479,0.0,3.0,3,14.594519519326424,1,31.54362059117501,440,0,1984.0,7.390798521735676,0,9.557116483735667,9.539392014169456,0.0,6.7082039324993685,7,7,1208,1984,1998,202500
21.977260975835907,22.44994432064365,3.0,1,12.727922061357855,1,17.916472867168917,264,0,1972.0,6.894670039433481,0,8.297967982877239,6.032625105063702,22.58317958127243,0.0,8,6,483,1972,2007,118000
35.185224171518364,35.79106033634656,4.0,2,31.064449134018137,2,15.652475842498529,628,1,1989.0,7.83161727635261,0,9.995442656687224,6.48074069840786,17.11724276862369,5.196152422706632,5,7,1210,1989,1990,335000
27.65863337187866,24.49489742783178,3.0,1,27.65863337187866,4,0.0,440,0,1970.0,7.21890970761906,1,8.297967982877239,6.032625105063702,17.663521732655695,6.0,6,5,765,1970,1970,125000
33.89690251335658,33.77869150810907,4.0,3,0.0,0,33.58571124749333,779,0,2002.0,7.736307096548285,0,9.328123407632566,8.306623862918075,0.0,0.0,5,8,1128,2002,2002,255900
35.34119409414458,36.701498607005135,4.0,0,0.0,0,35.34119409414458,840,1,2006.0,7.86172707782398,0,9.696401880595555,10.535653752852738,19.235384061671343,12.409673645990855,5,9,1249,2006,2006,342643
30.116440692751194,0.0,3.0,1,16.97056274847714,3,24.879710609249457,352,0,1964.0,6.810142450115136,1,9.058703197313223,8.774964387392123,0.0,0.0,6,4,907,1957,1957,109008
29.24038303442689,0.0,3.0,1,23.79075450674064,1,17.0,440,0,1976.0,7.283448228756631,1,8.297967982877239,6.032625105063702,0.0,0.0,6,6,855,1976,1976,148500
34.49637662132068,0.0,3.0,0,28.337254630609507,1,17.40689518552921,540,0,1962.0,7.081708586105575,1,8.952605375892354,8.366600265340756,10.954451150103322,4.242640687119285,6,5,1106,1962,1962,132500
29.29163703175362,0.0,2.0,1,17.944358444926362,1,23.15167380558045,684,0,1979.0,6.754604099487962,1,8.90109412160856,8.306623862918075,0.0,0.0,6,4,858,1971,1971,110000
47.148700936505136,0.0,3.0,2,43.358966777357594,1,18.520259177452132,516,2,1973.0,7.706612913964197,1,9.521568058002977,9.746794344808963,32.23446510218467,0.0,6,7,2223,1973,1973,244000
31.70173496829472,0.0,2.0,1,0.0,0,31.70173496829472,672,0,1977.0,6.912742820493176,3,9.252824983582338,7.745966692414834,0.0,0.0,5,4,1005,1955,1955,115000
32.95451410656816,28.442925306655784,3.0,1,0.0,0,26.683328128252665,409,2,1994.0,7.546974117516527,0,9.290259995152056,8.306623862918075,0.0,6.782329983125268,5,7,712,1994,1996,194500
32.2490309931942,0.0,3.0,1,30.099833886584822,3,11.575836902790225,384,0,1965.0,6.946975992135418,1,9.323669057283185,8.366600265340756,0.0,0.0,5,5,1040,1965,1965,129500
35.552777669262355,0.0,3.0,1,26.40075756488817,3,23.895606290697042,461,0,1960.0,7.142036574706802,1,9.137769679141346,8.54400374531753,18.0,0.0,5,5,1268,1960,1960,167500
29.563490998188964,29.782545223670862,3.0,1,0.0,0,29.563490998188964,578,2,2007.0,7.473637108496206,0,9.230829038403497,9.16515138991168,0.0,10.246950765959598,6,7,874,2007,2007,227875
