OverallQual,GrLivArea,YearBuilt,GarageArea,TotalBsmtSF,1stFlrSF,YearRemodAdd,KitchenQual,GarageYrBlt,BsmtFinSF1,LotArea,MasVnrArea,2ndFlrSF,GarageFinish,OverallCond,LotFrontage,BedroomAbvGr,OpenPorchSF,BsmtUnfSF,BsmtExposure,BsmtFinType1
8,7.555381944240273,1993,471,777,32.63433774416144,1994,0,1993.0,19.493588689617926,9.164715193949906,11.180339887498947,29.08607914449797,1,5,8.94427190999916,3.0,9.0,19.92485884517128,1,0
6,7.399398083331354,1923,440,1065,30.24896692450835,1950,1,1950.0,17.32050807568877,9.075322160298096,0.0,26.83281572999748,0,7,8.366600265340756,3.0,6.164414002968977,27.65863337187866,1,3
7,7.182352111885263,2007,440,1316,36.27671429443411,2007,0,2007.0,0.0,9.321434419481768,0.0,0.0,2,5,10.14889156509222,3.0,4.47213595499958,36.27671429443411,0,0
6,7.273786317844894,1970,615,1442,37.97367509209505,1970,1,1970.0,0.0,9.368796057668156,23.89560629069704,0.0,1,6,8.306623862918075,2.0,0.0,37.97367509209505,1,0
5,6.982862751468942,1971,500,1078,32.83291031876401,2008,1,1971.0,27.09243436828813,9.436439551116024,0.0,0.0,2,6,8.306623862918075,3.0,0.0,18.547236990991404,1,2
4,7.02108396428914,1961,544,1040,33.466401061363015,1961,3,1961.0,30.52867504494749,8.84937050375457,0.0,0.0,1,5,9.219544457292889,3.0,0.0,10.392304845413264,1,1
8,7.257707677160043,2002,527,408,27.910571473905723,2002,0,2002.0,18.788294228055936,8.955448122347393,0.0,25.29822128134704,2,5,8.306623862918075,3.0,0.0,7.416198487095663,1,2
7,7.236339342754343,1946,240,651,26.589471600616665,1992,1,1947.0,0.0,8.297967982877239,0.0,26.115129714401192,0,8,7.745966692414834,3.0,0.0,25.514701644346147,1,0
5,6.968850378341948,1954,280,1056,32.60368077380221,1954,1,1954.0,18.81488772222678,9.202308200278916,10.488088481701515,0.0,1,5,8.94427190999916,3.0,0.0,20.29778313018444,1,3
9,7.491087593534876,2003,874,1792,42.33202097703345,2004,2,2003.0,39.585350825778974,9.37974553683691,23.706539182259394,0.0,2,5,8.48528137423857,2.0,7.0,15.0,2,2
6,7.103322062526112,1998,402,1216,34.871191548325385,1998,1,1998.0,29.949958263743877,8.411832675758411,10.770329614269007,0.0,0,5,6.032625105063702,2.0,11.180339887498947,17.860571099491754,1,2
7,7.474204806496124,1920,576,596,31.59113799786263,1950,0,1989.0,0.0,8.881836305004146,0.0,27.640549922170507,0,7,7.745966692414834,4.0,0.0,24.413111231467408,1,0
7,7.58018941794454,2004,434,847,29.10326442171049,2005,0,2004.0,0.0,9.375515769935166,0.0,33.34666400106613,2,5,7.681145747868608,4.0,6.928203230275509,29.10326442171049,0,0
6,7.09672137849476,1977,546,1208,34.75629439396553,1977,1,1977.0,27.694764848252458,9.328123407632566,0.0,0.0,1,6,8.306623862918075,3.0,6.48074069840786,21.0,1,1
5,7.329093736246591,1958,315,874,29.563490998188964,1958,1,1958.0,21.447610589527216,9.336444248771908,13.41640786499874,25.495097567963924,0,5,8.831760866327848,3.0,0.0,20.346989949375804,1,5
4,7.050989447068044,1922,240,796,28.21347195933177,2007,0,1922.0,27.11088342345192,8.600798775271034,0.0,18.920887928424506,0,8,6.324555320336759,3.0,9.797958971132712,7.810249675906655,1,5
5,6.954638864880987,1950,420,0,32.37282811247729,1950,1,1950.0,0.0,8.881836305004146,0.0,0.0,0,5,7.745966692414834,3.0,5.196152422706632,0.0,1,0
5,6.786716950605081,1938,273,190,29.765752132274432,1996,1,1938.0,0.0,8.6628507638386,0.0,0.0,0,8,7.071067811865476,2.0,4.47213595499958,13.784048752090222,1,0
5,6.849066282633458,1979,600,943,30.708305065568176,1979,1,1979.0,30.708305065568176,8.858226439365012,0.0,0.0,0,5,8.306623862918075,2.0,0.0,0.0,2,2
7,7.477604243197589,2005,603,866,29.42787793912432,2005,0,2005.0,20.0,9.190443740261726,0.0,30.03331483536241,1,5,8.660254037844387,3.0,10.392304845413264,21.587033144922906,1,2
9,7.86288203464149,1999,779,1393,37.7094152699296,1999,0,1999.0,0.0,9.600624158088683,12.84523257866513,34.307433596816885,2,5,10.392304845413264,4.0,5.477225575051661,37.32291521304304,1,0
5,6.815639990074331,1958,275,912,30.199337741083,1958,1,1958.0,21.354156504062622,9.225228984469933,1.0,0.0,1,5,8.366600265340756,2.0,0.0,21.354156504062622,1,3
5,6.782192056006791,1956,308,0,29.698484809834994,1956,1,1956.0,0.0,9.44951474036292,0.0,0.0,0,5,8.366600265340756,2.0,6.7082039324993685,0.0,1,0
6,7.198183577101943,1998,511,1405,36.56501059756444,1999,0,1998.0,16.30950643030009,8.308938252595778,0.0,0.0,2,5,6.032625105063702,2.0,8.246211251235321,33.749074061372404,1,2
10,7.638198244285779,2006,850,2076,45.56314299957807,2006,2,2006.0,37.22902093797256,9.53899642739739,0.0,0.0,0,5,10.3440804327886,2.0,15.132745950421556,26.267851073127392,2,2
8,7.836369760545124,1995,752,1318,36.44173431657719,1995,0,1995.0,7.483314773547883,9.413852481341165,22.64950330581225,34.68429039204925,1,5,8.06225774829855,4.0,9.899494936611664,34.612136599753555,0,4
5,7.477604243197589,1937,240,731,31.32091952673165,1950,0,1939.0,23.853720883753127,8.881836305004146,15.874507866387544,28.053520278211074,0,7,7.745966692414834,3.0,0.0,12.727922061357855,1,1
8,7.393263094763838,2006,538,1573,40.311288741492746,2007,0,2006.0,39.66106403010388,8.465899897028686,21.93171219946131,0.0,0,5,6.6332495807108,2.0,0.0,0.0,2,0
6,7.670428522190693,1958,389,1444,38.0,2006,0,1958.0,26.40075756488817,9.995442656687224,21.72556098240043,26.457513110645905,2,7,8.306623862918075,4.0,9.899494936611664,27.33130073743289,2,3
10,7.928406026180535,1893,880,1237,39.0,2000,0,1988.0,0.0,9.51044496442652,0.0,0.0,0,9,8.660254037844387,3.0,20.6155281280883,35.17101079013795,1,0
6,7.532623618788787,1984,477,585,33.76388603226826,2003,1,1984.0,0.0,9.400133943608838,8.602325267042627,26.981475126464083,2,7,8.831760866327848,3.0,10.583005244258365,24.18677324489565,1,0
7,7.329749689041511,2000,541,1525,39.05124837953327,2000,0,2000.0,37.41657386773941,9.116029692504942,15.620499351813308,0.0,1,5,8.366600265340756,3.0,6.0,11.180339887498947,0,2
8,7.359467638255621,2007,722,1571,39.63584236521282,2007,0,2007.0,0.0,9.3048320350689,8.94427190999916,0.0,2,5,9.433981132056603,3.0,6.0,39.63584236521282,2,0
5,6.679599185844383,1910,0,796,28.21347195933177,1950,1,1980.0,0.0,9.079889942592118,0.0,0.0,0,7,8.18535277187245,2.0,0.0,28.21347195933177,1,0
5,7.771488760117616,1892,432,994,37.12142238654117,1965,1,1985.0,0.0,8.794824928014517,0.0,31.52776554086889,1,4,7.745966692414834,4.0,16.941074346097416,31.52776554086889,1,0
7,7.294377299288821,1991,402,384,28.319604517012596,1992,0,1991.0,0.0,9.285818833152089,8.717797887081348,25.88435821108957,1,5,8.306623862918075,3.0,0.0,19.595917942265423,1,0
4,6.866933284461882,1965,364,648,30.983866769659336,2001,1,1965.0,25.45584412271571,9.234642664499148,0.0,0.0,0,9,8.306623862918075,0.0,0.0,0.0,0,2
5,7.516433302915632,2005,372,732,27.09243436828813,2005,1,2005.0,0.0,9.995442656687224,0.0,33.2264954516723,2,5,7.745966692414834,4.0,6.324555320336758,27.05549851693737,0,0
6,7.177018765909899,1974,484,1040,36.180105030251084,1999,0,1974.0,25.748786379167463,9.224243277145174,9.9498743710662,0.0,1,6,8.831760866327848,3.0,0.0,0.0,1,1
9,7.879669914604289,2006,694,2153,45.48626166217664,2006,2,2006.0,0.0,9.524640032332233,27.784887978899608,23.95829710142188,2,5,10.246950765959598,3.0,9.16515138991168,46.400431032480725,0,0
5,7.03085747611612,1941,200,676,26.0,1950,1,1941.0,0.0,8.651724084373843,0.0,21.330729007701542,0,6,7.211102550927978,3.0,0.0,26.0,1,0
5,7.580699752224563,1952,400,960,30.983866769659336,1952,1,1952.0,0.0,8.935377071932177,18.97366596101028,31.622776601683796,0,5,7.745966692414834,4.0,0.0,30.983866769659336,1,0
5,7.042286171939743,1963,336,1144,33.823069050575526,1963,1,1962.0,5.0,9.127393451155257,0.0,0.0,0,5,8.426149773176359,3.0,9.380831519646858,15.716233645501712,1,5
6,6.962243464266207,1980,576,1056,32.49615361854384,1980,1,1980.0,32.49615361854384,8.850660919017152,0.0,0.0,0,5,8.0,0.0,7.483314773547883,0.0,1,2
4,6.541029999189903,1941,0,693,26.32489316217637,1950,3,1980.0,0.0,8.323122887587735,0.0,0.0,0,4,10.60153600466672,2.0,4.47213595499958,26.32489316217637,1,0
6,7.309212365692763,1997,576,1479,38.65229618017538,1997,0,1997.0,34.64101615137754,9.130864170474386,0.0,0.0,1,5,8.888194417315589,3.0,5.196152422706632,16.703293088490067,2,2
8,7.406103381237015,2004,482,1594,40.57092555020159,2005,0,2004.0,37.0540146272978,8.297967982877239,13.19090595827292,0.0,2,5,6.6332495807108,2.0,7.280109889280518,14.866068747318504,2,2
5,6.761572768804055,1972,352,864,29.39387691339813,1972,1,1989.0,19.748417658131498,8.87905466204227,0.0,0.0,0,7,7.745966692414834,3.0,0.0,21.77154105707724,0,1
8,7.356279876550748,2008,750,1566,39.57271787481876,2008,0,2008.0,32.83291031876401,9.104979856318357,6.0,0.0,1,5,8.660254037844387,3.0,12.96148139681572,22.09072203437452,0,2
6,7.240649694255466,1972,497,723,27.11088342345192,1972,1,1972.0,24.35159132377184,9.467769401256945,0.0,25.69046515733026,0,6,8.306623862918075,3.0,10.770329614269007,11.40175425099138,1,5
4,7.09672137849476,1925,539,780,29.120439557122072,1950,1,1962.0,12.328828005937954,8.738735461363474,0.0,0.0,0,5,7.211102550927978,2.0,4.795831523312719,25.059928172283332,1,5
5,7.321849713788356,1920,180,939,30.64310689208912,2004,1,1933.0,0.0,8.719317375506371,0.0,23.95829710142188,0,8,7.14142842854285,4.0,0.0,30.64310689208912,3,0
6,7.220373836723949,1931,560,884,30.967725134404045,1950,1,1978.0,20.6155281280883,8.738735461363474,0.0,20.199009876724155,0,6,7.211102550927978,3.0,0.0,21.42428528562855,1,4
5,6.86171134048073,1966,386,955,30.90307428072489,1966,1,1966.0,27.622454633866266,8.954415331137593,0.0,0.0,0,7,8.12403840463596,3.0,0.0,13.856406460551018,1,5
3,6.981934677156389,1922,210,1007,32.81767816284388,1950,1,1922.0,0.0,9.188708071849067,0.0,0.0,0,4,7.745966692414834,3.0,10.0,31.73326330524486,1,0
5,6.962243464266207,1955,572,1056,32.49615361854384,1955,1,1955.0,32.49615361854384,9.995442656687224,0.0,0.0,2,5,10.0,3.0,0.0,0.0,3,3
7,7.347943823148687,2005,615,756,27.49545416973504,2006,0,2005.0,0.0,9.002701007197938,0.0,28.231188426986208,1,5,8.06225774829855,3.0,6.7082039324993685,27.49545416973504,1,0
7,7.386470848829894,2005,865,1614,40.17461885320133,2006,0,2005.0,4.47213595499958,9.324561516066206,15.491933384829668,0.0,1,5,9.273618495495704,3.0,7.681145747868609,39.924929555354254,0,2
8,7.621684998724611,2008,1390,2042,45.18849411078001,2009,2,2009.0,0.0,9.449672183486916,17.4928556845359,0.0,1,5,9.899494936611664,3.0,9.486832980505136,45.18849411078001,1,0
5,6.9782137426306985,1921,326,1073,32.7566787083184,1968,1,1968.0,0.0,8.594154232552366,0.0,0.0,0,6,7.745966692414834,2.0,0.0,32.7566787083184,1,0
5,7.15851399732932,1948,240,672,32.7414110874898,2001,1,1948.0,18.33030277982336,9.063578990580778,0.0,14.594519519326424,0,5,7.071067811865476,2.0,0.0,17.175564037317667,1,5
6,7.657755271134865,1970,550,1205,46.01086828130936,1970,1,1970.0,29.410882339705484,9.46691869937663,0.0,0.0,2,7,8.306623862918075,4.0,6.48074069840786,18.43908891458577,3,5
4,6.405228458030841,1920,0,528,24.596747752497688,2002,1,1980.0,18.654758106177628,9.115809888129949,0.0,0.0,0,7,7.615773105863909,2.0,0.0,13.416407864998735,3,0
5,7.047517221357295,1959,300,1150,33.911649915626334,1959,1,1959.0,13.379088160259652,8.980298078970817,0.0,0.0,1,6,8.366600265340756,3.0,0.0,21.563858652847824,1,1
6,7.283448228756631,2005,400,728,26.98147512646408,2005,0,2005.0,0.0,8.990815266184685,0.0,26.981475126464083,0,5,7.14142842854285,3.0,4.898979485566356,26.98147512646408,1,0
7,6.906754778648553,1961,588,944,31.60696125855822,2007,2,1961.0,29.444863728670917,9.40277726251123,14.491376746189438,0.0,1,9,8.306623862918075,3.0,8.717797887081346,8.774964387392123,0,1
6,7.313220387090301,2005,564,750,27.386127875258303,2006,0,2005.0,0.0,9.087720658428273,0.0,27.386127875258307,1,5,8.246211251235321,3.0,5.916079783099616,27.386127875258303,1,0
5,7.197435354096591,1953,375,1165,36.551333764994126,1953,1,1953.0,29.0,9.66459564425378,7.483314773547883,0.0,0,5,9.486832980505138,2.0,0.0,18.0,3,5
6,7.373374309910048,2004,398,839,29.39387691339813,2004,1,2004.0,27.54995462791182,8.911260254572031,0.0,27.0,0,5,7.874007874011811,3.0,8.660254037844386,8.94427190999916,1,2
9,7.688913336864795,2008,836,1104,33.61547262794322,2008,2,2008.0,30.594117081556707,9.33326571881348,12.409673645990855,32.46536616149585,2,5,9.797958971132712,3.0,10.099504938362076,12.96148139681572,0,2
7,7.352441100243582,2003,573,1560,39.496835316263,2003,0,2003.0,0.0,9.126523885883072,0.0,0.0,2,5,10.60153600466672,3.0,12.24744871391589,39.496835316263,1,0
5,7.404887575616125,1942,312,728,29.79932885150268,1995,0,1942.0,19.6468827043885,9.156939595249067,14.966629547095764,0.0,0,7,8.888194417315589,3.0,0.0,18.49324200890693,1,4
4,6.4457198193855785,1970,286,630,25.099800796022265,2002,0,1970.0,22.69361143582044,8.297967982877239,0.0,0.0,0,8,6.032625105063702,3.0,0.0,10.723805294763608,0,2
6,7.014814351275545,1976,504,1143,33.36165463522455,1976,1,1987.0,27.40437921208944,8.976767625171433,13.19090595827292,0.0,1,7,8.306623862918075,3.0,5.477225575051661,19.79898987322333,1,5
7,7.683403681053826,2006,947,1063,32.72613634390714,2006,0,2006.0,0.0,9.55775254863573,18.708286933869708,33.18132004607411,1,5,10.44030650891055,3.0,7.874007874011811,32.60368077380221,1,0
4,7.204892510204673,1910,384,560,28.21347195933177,2000,1,1950.0,0.0,9.37305428246393,0.0,23.45207879911715,0,7,8.366600265340756,2.0,4.898979485566356,23.664319132398465,1,0
8,7.867105500316739,2007,550,1184,34.40930106817051,2007,2,2007.0,8.0,9.104979856318357,0.0,37.76241517699841,2,5,8.660254037844387,4.0,19.078784028338912,33.466401061363015,0,2
7,7.579678823090456,2005,936,1026,32.03123475609393,2005,0,2005.0,0.0,9.270964993792616,0.0,30.52867504494749,2,5,9.219544457292889,3.0,14.491376746189438,32.03123475609393,1,0
8,7.291656209174461,2008,898,1468,38.31448812133603,2009,0,2008.0,0.0,9.17076759685636,8.48528137423857,0.0,2,5,8.602325267042627,3.0,12.24744871391589,38.31448812133603,1,0
5,7.458186157340487,1977,539,0,36.08323710533743,1977,0,1977.0,0.0,9.22276289197474,0.0,20.784609690826528,0,5,8.660254037844387,4.0,0.0,0.0,1,0
5,7.090076835776092,1946,240,768,27.712812921102035,1995,1,1946.0,18.761663039293715,9.37305428246393,0.0,20.784609690826528,0,6,8.366600265340756,3.0,0.0,20.396078054371134,1,5
7,7.346010209913292,2006,438,1092,33.34666400106613,2007,0,2007.0,28.495613697550013,9.002701007197938,10.0,20.92844953645635,2,5,8.06225774829855,2.0,12.96148139681572,16.733200530681508,1,2
4,7.709756864454164,1912,440,795,30.886890422961,1950,1,1997.0,0.0,8.73294952429643,0.0,28.19574435974337,0,5,7.745966692414834,5.0,13.711309200802088,28.19574435974337,1,0
6,7.401841578743829,1936,240,1064,34.14674215792774,1950,1,1936.0,0.0,9.257223957875032,0.0,0.0,0,5,7.14142842854285,3.0,0.0,32.61901286060018,1,0
5,6.761572768804055,1958,624,864,29.39387691339813,1958,1,1964.0,22.825424421026657,9.116029692504942,0.0,0.0,0,5,8.366600265340756,3.0,0.0,13.0,1,5
7,7.390798521735676,1984,440,1208,40.26164427839479,1998,0,1984.0,14.594519519326424,9.557116483735667,0.0,0.0,0,7,9.539392014169456,3.0,6.7082039324993685,31.54362059117501,3,1
6,6.894670039433481,1972,264,483,21.977260975835907,2007,0,1972.0,12.727922061357855,8.297967982877239,22.58317958127243,22.44994432064365,0,8,6.032625105063702,3.0,0.0,17.916472867168917,1,1
7,7.83161727635261,1989,628,1210,35.185224171518364,1990,0,1989.0,31.064449134018137,9.995442656687224,17.11724276862369,35.79106033634656,1,5,6.48074069840786,4.0,5.196152422706632,15.652475842498529,2,2
5,7.21890970761906,1970,440,765,27.65863337187866,1970,1,1970.0,27.65863337187866,8.297967982877239,17.663521732655695,24.49489742783178,0,6,6.032625105063702,3.0,6.0,0.0,1,4
8,7.736307096548285,2002,779,1128,33.89690251335658,2002,0,2002.0,0.0,9.328123407632566,0.0,33.77869150810907,0,5,8.306623862918075,4.0,0.0,33.58571124749333,3,0
9,7.86172707782398,2006,840,1249,35.34119409414458,2006,0,2006.0,0.0,9.696401880595555,19.235384061671343,36.701498607005135,1,5,10.535653752852738,4.0,12.409673645990855,35.34119409414458,0,0
4,6.810142450115136,1957,352,907,30.116440692751198,1957,1,1964.0,16.97056274847714,9.058703197313225,0.0,0.0,0,6,8.774964387392123,3.0,0.0,24.879710609249457,1,3
6,7.283448228756631,1976,440,855,29.24038303442689,1976,1,1976.0,23.79075450674064,8.297967982877239,0.0,0.0,0,6,6.032625105063702,3.0,0.0,17.0,1,1
5,7.081708586105575,1962,540,1106,34.49637662132068,1962,1,1962.0,28.337254630609507,8.952605375892354,10.954451150103322,0.0,0,6,8.366600265340756,3.0,4.242640687119285,17.40689518552921,0,1
4,6.754604099487962,1971,684,858,29.29163703175362,1971,1,1979.0,17.944358444926362,8.90109412160856,0.0,0.0,0,6,8.306623862918075,2.0,0.0,23.15167380558045,1,1
7,7.706612913964197,1973,516,2223,47.148700936505136,1973,1,1973.0,43.3589667773576,9.521568058002975,32.23446510218467,0.0,2,6,9.746794344808963,3.0,0.0,18.52025917745213,2,1
4,6.912742820493176,1955,672,1005,31.70173496829472,1955,3,1977.0,0.0,9.252824983582338,0.0,0.0,0,5,7.745966692414834,2.0,0.0,31.70173496829472,1,0
7,7.546974117516527,1994,409,712,32.95451410656816,1996,0,1994.0,0.0,9.290259995152056,0.0,28.442925306655784,2,5,8.306623862918075,3.0,6.782329983125268,26.683328128252665,1,0
5,6.946975992135418,1965,384,1040,32.2490309931942,1965,1,1965.0,30.099833886584825,9.323669057283183,0.0,0.0,0,5,8.366600265340756,3.0,0.0,11.575836902790224,1,3
5,7.142036574706802,1960,461,1268,35.552777669262355,1960,1,1960.0,26.40075756488817,9.137769679141346,18.0,0.0,0,5,8.54400374531753,3.0,0.0,23.89560629069704,1,3
7,7.473637108496206,2007,578,874,29.563490998188964,2007,0,2007.0,0.0,9.230829038403495,0.0,29.782545223670866,2,6,9.16515138991168,3.0,10.246950765959598,29.563490998188964,1,0
6,6.941190055068375,1976,888,1012,32.155870381627054,1976,1,1976.0,23.2163735324878,9.41962837699995,18.303005217723125,0.0,0,5,8.306623862918075,3.0,0.0,21.748563170931543,0,2
7,7.217443431696532,1954,439,1385,36.91882988394946,2005,1,1954.0,15.033296378372908,9.995442656687224,0.0,0.0,0,7,8.54400374531753,2.0,0.0,9.797958971132712,2,4
6,7.4318919168078,1956,480,1436,41.09744517606903,1956,1,1956.0,0.0,9.19573421958682,0.0,0.0,0,5,8.54400374531753,3.0,0.0,37.89459064299283,1,0
8,7.655864017616056,1995,839,2109,45.967379738244816,1995,0,1995.0,41.182520563948,9.25311246382005,25.69046515733026,0.0,2,6,9.539392014169456,2.0,6.782329983125268,20.32240143290157,2,2
7,7.360739903058278,2002,544,1573,39.66106403010388,2002,0,2002.0,28.0713376952364,9.190953658175992,10.488088481701515,0.0,1,5,8.18535277187245,3.0,8.48528137423857,28.0178514522438,1,2
